Service Request Type,Year,Month,Request Count,lag,Rolling_Mean,Rolling_Std
Public Litter and Recycling Cans,2023,12,159,4,420.0,591.3991883660332
Scooter or Bike Share Issue,2023,12,275,159,146.0,135.96690773862505
Snow and Ice,2023,12,4,275,146.0,135.96690773862505
Street Sign Maintenance,2023,12,408,4,229.0,205.8907477280207
Streetlight Maintenance,2023,12,400,408,270.6666666666667,230.97474609432226
Towing Complaint - Public Impound,2023,12,12,400,273.3333333333333,226.35665073802588
Towing Impound Complaint,2023,12,11,12,141.0,224.30113686739043
Traffic Signal Maintenance,2023,12,159,11,60.666666666666664,85.1606325325115
Unauthorized Encampment,2023,12,2520,159,896.6666666666666,1407.794137412617
ADA Request (Transportation),2024,1,2,2520,893.6666666666666,1410.6318915058366
Abandoned Vehicle/72hr Parking Ordinance,2024,1,3867,2,2129.6666666666665,1961.8425862778413
Animal Noise,2024,1,39,3867,1302.6666666666667,2220.854865436581
Business Related Complaint,2024,1,17,39,1307.6666666666667,2216.4749791805307
Clogged Storm Drain,2024,1,315,17,123.66666666666667,166.06424459629886
Damaged Sidewalk,2024,1,86,315,139.33333333333334,155.99465802821356
Dead Animal,2024,1,89,86,163.33333333333334,131.3557510478288
Feedback about the Customer Service Requests Portal,2024,1,2,89,59.0,49.3862328995274
Found a Pet,2024,1,25,2,38.666666666666664,45.08140784558306
General Inquiry - Animal Shelter,2024,1,78,25,35.0,38.974350539893315
General Inquiry - City Light,2024,1,216,78,106.33333333333333,98.60189315291801
General Inquiry - Customer Service Bureau,2024,1,1218,216,504.0,622.1800382525979
General Inquiry - Police Department,2024,1,84,1218,506.0,620.1322439609186
General Inquiry - Public Utilities,2024,1,153,84,485.0,635.7334347035747
General Inquiry - Transportation,2024,1,708,153,315.0,342.0920928639029
Graffiti,2024,1,1894,708,918.3333333333334,889.3538853197501
Illegal Dumping / Needles,2024,1,1665,1894,1422.3333333333333,629.1377697558244
Internet/Cable Issue,2024,1,22,1665,1193.6666666666667,1021.13286761975
Lost a Pet,2024,1,27,22,571.3333333333334,947.1464159956142
Nightlife Noise Complaint,2024,1,1,27,16.666666666666668,13.796134724625226
Overgrown Vegetation,2024,1,278,1,102.0,152.973853975136
Parking Enforcement,2024,1,2399,278,892.6666666666666,1311.8545397007
Parks and Recreation Maintenance,2024,1,781,2399,1152.6666666666667,1108.269973126284
Pollution Report Form,2024,1,11,781,1063.6666666666667,1218.836056790795
Pothole,2024,1,1838,11,876.6666666666666,917.2493299715925
Public Garage or Parking Lot Complaint,2024,1,5,1838,618.0,1056.5552517497622
Public Litter and Recycling Cans,2024,1,135,5,659.3333333333334,1022.8227282053017
Safe Routes to School,2024,1,4,135,48.0,75.34586916351688
Scooter or Bike Share Issue,2024,1,218,4,119.0,107.89346597456901
Snow and Ice,2024,1,115,218,112.33333333333333,107.02491921668918
Street Sign Maintenance,2024,1,484,115,272.3333333333333,190.40570719738977
Streetlight Maintenance,2024,1,388,484,329.0,191.44450893145128
Towing Complaint - Public Impound,2024,1,7,388,293.0,252.29149807317066
Towing Impound Complaint,2024,1,20,7,138.33333333333334,216.31535621249523
Traffic Signal Maintenance,2024,1,212,20,79.66666666666667,114.78821077679954
Unauthorized Encampment,2024,1,2762,212,998.0,1530.6822008503273
Wireless or Small Cell Issue,2024,1,3,2762,992.3333333333334,1536.134868210905
ADA Request (Transportation),2024,2,3,3,922.6666666666666,1592.909392694178
Abandoned Vehicle/72hr Parking Ordinance,2024,2,3529,3,1178.3333333333333,2035.7370491626205
Animal Noise,2024,2,32,3529,1188.0,2027.4173226052892
Business Related Complaint,2024,2,24,32,1195.0,2021.3072502714672
Clogged Storm Drain,2024,2,160,24,72.0,76.31513611338193
Damaged Sidewalk,2024,2,86,160,90.0,68.08817812222571
Dead Animal,2024,2,117,86,121.0,37.16180835217536
Feedback about the Customer Service Requests Portal,2024,2,1,117,68.0,60.058305004420724
"Feedback about the Find It, Fix It mobile app",2024,2,1,1,39.666666666666664,66.97263122602752
Found a Pet,2024,2,22,1,8.0,12.124355653158364
General Inquiry - Animal Shelter,2024,2,96,22,39.666666666666664,49.903239707833364
General Inquiry - City Light,2024,2,203,96,107.0,91.00000000002125
General Inquiry - Customer Service Bureau,2024,2,1171,203,490.0,592.1849373295494
General Inquiry - Police Department,2024,2,85,1171,486.3333333333333,595.8668755127571
General Inquiry - Public Utilities,2024,2,146,85,467.3333333333333,610.1559909837285
General Inquiry - Transportation,2024,2,684,146,305.0,329.6376798850567
Graffiti,2024,2,1669,684,833.0,772.3554881011728
Illegal Dumping / Needles,2024,2,1732,1669,1361.6666666666667,587.721305835795
Internet/Cable Issue,2024,2,28,1732,1143.0,966.1319785619352
Lost a Pet,2024,2,21,28,593.6666666666666,985.8317976882948
Nightlife Noise Complaint,2024,2,1,21,16.666666666666668,14.011899704810713
Overgrown Vegetation,2024,2,238,1,86.66666666666667,131.43946642214192
Parking Enforcement,2024,2,2370,238,869.6666666666666,1304.719254603585
Parks and Recreation Maintenance,2024,2,644,2370,1084.0,1132.0583023855263
Pollution Report Form,2024,2,9,644,1007.6666666666666,1221.7898073454915
Pothole,2024,2,1355,9,669.3333333333334,673.3575078168615
Public Garage or Parking Lot Complaint,2024,2,6,1355,456.6666666666667,777.9809337852282
Public Litter and Recycling Cans,2024,2,149,6,503.3333333333333,741.0224917864068
Safe Routes to School,2024,2,3,149,52.666666666666664,83.44059763291057
Scooter or Bike Share Issue,2024,2,238,3,130.0,118.64653387269105
Snow and Ice,2024,2,4,238,81.66666666666667,135.38956138985444
Street Sign Maintenance,2024,2,406,4,216.0,201.9009658223637
Streetlight Maintenance,2024,2,329,406,246.33333333333334,213.36900743392064
Towing Complaint - Public Impound,2024,2,6,329,247.0,212.23336212764275
Towing Impound Complaint,2024,2,8,6,114.33333333333333,185.90947617950258
Traffic Signal Maintenance,2024,2,164,8,59.333333333333336,90.64950818033861
Unauthorized Encampment,2024,2,2763,164,978.3333333333334,1547.53362914456
Wireless or Small Cell Issue,2024,2,1,2763,976.0,1549.7319122996723
ADA Request (Transportation),2024,3,4,1,922.6666666666666,1593.7761239689007
Abandoned Vehicle/72hr Parking Ordinance,2024,3,4605,4,1536.6666666666667,2657.2550373145086
Animal Noise,2024,3,43,4605,1550.6666666666667,2645.202134683346
Business Related Complaint,2024,3,20,43,1556.0,2640.53649851692
Clogged Storm Drain,2024,3,194,20,85.66666666666667,94.52160246915885
Damaged Sidewalk,2024,3,92,194,102.0,87.42997197760202
Dead Animal,2024,3,80,92,122.0,62.64183905349655
"Feedback about the Find It, Fix It mobile app",2024,3,1,80,57.666666666666664,49.4401995681434
Found a Pet,2024,3,30,1,37.0,39.96248240543403
General Inquiry - Animal Shelter,2024,3,71,30,34.0,35.17101079020392
General Inquiry - City Light,2024,3,185,71,95.33333333333333,80.31396723694854
General Inquiry - Customer Service Bureau,2024,3,1343,185,533.0,703.7925830811248
General Inquiry - Police Department,2024,3,94,1343,540.6666666666666,696.3291846054818
General Inquiry - Public Utilities,2024,3,150,94,529.0,705.5005315377175
General Inquiry - Transportation,2024,3,842,150,362.0,416.6341320631363
Graffiti,2024,3,2106,842,1032.6666666666667,991.8413851686835
Illegal Dumping / Needles,2024,3,1882,2106,1610.0,674.4716450674532
Internet/Cable Issue,2024,3,39,1882,1342.3333333333333,1134.2629030931635
Lost a Pet,2024,3,34,39,651.6666666666666,1065.5028546809879
Nightlife Noise Complaint,2024,3,3,34,25.333333333333332,19.502136635170874
Overgrown Vegetation,2024,3,298,3,111.66666666666667,162.11210113170608
Parking Enforcement,2024,3,2937,298,1079.3333333333333,1615.5340706197849
Parks and Recreation Maintenance,2024,3,846,2937,1360.3333333333333,1392.6537018704007
Pollution Report Form,2024,3,5,846,1262.6666666666667,1509.7563821137935
Pothole,2024,3,1444,5,765.0,722.9114745250629
Public Garage or Parking Lot Complaint,2024,3,9,1444,486.0,829.6547474702968
Public Litter and Recycling Cans,2024,3,214,9,555.6666666666666,776.1174739260384
Safe Routes to School,2024,3,6,214,76.33333333333333,119.23226632643204
Scooter or Bike Share Issue,2024,3,240,6,153.33333333333334,128.2549544202362
Snow and Ice,2024,3,3,240,83.0,135.97426227048948
Street Sign Maintenance,2024,3,601,3,281.3333333333333,301.13507489719007
Streetlight Maintenance,2024,3,249,601,284.3333333333333,300.56169638418044
Towing Complaint - Public Impound,2024,3,4,249,284.6666666666667,300.09387420161755
Towing Impound Complaint,2024,3,6,4,86.33333333333333,140.87701492201342
Traffic Signal Maintenance,2024,3,240,6,83.33333333333333,135.6809984240137
Unauthorized Encampment,2024,3,3508,240,1251.3333333333333,1957.8297508550972
Wireless or Small Cell Issue,2024,3,1,3508,1249.6666666666667,1959.421428211229
ADA Request (Transportation),2024,4,3,1,1170.6666666666667,2024.1902907911926
Abandoned Vehicle/72hr Parking Ordinance,2024,4,4471,3,1491.6666666666667,2580.1785467934833
Animal Noise,2024,4,34,4471,1502.6666666666667,2570.6988025308083
Business Related Complaint,2024,4,20,34,1508.3333333333333,2565.754145145893
Clogged Storm Drain,2024,4,147,20,67.0,69.63476143426654
Damaged Sidewalk,2024,4,80,147,82.33333333333333,63.532144095256676
Dead Animal,2024,4,92,80,106.33333333333333,35.72580766533232
Feedback about the Customer Service Requests Portal,2024,4,5,92,59.0,47.14870093658214
"Feedback about the Find It, Fix It mobile app",2024,4,2,5,33.0,51.11751167660074
Found a Pet,2024,4,28,2,11.666666666666666,14.224392195832879
General Inquiry - Animal Shelter,2024,4,36,28,22.0,17.7763888348415
General Inquiry - City Light,2024,4,219,36,94.33333333333333,108.03857335850186
General Inquiry - Customer Service Bureau,2024,4,1343,219,532.6666666666666,707.70921523839
General Inquiry - Police Department,2024,4,116,1343,559.3333333333334,680.6264271487978
General Inquiry - Public Utilities,2024,4,153,116,537.3333333333334,697.9730176255655
General Inquiry - Transportation,2024,4,829,153,366.0,401.39631288790576
Graffiti,2024,4,1935,829,972.3333333333334,899.6050985478769
Illegal Dumping / Needles,2024,4,1850,1935,1538.0,615.481112626536
Internet/Cable Issue,2024,4,47,1850,1277.3333333333333,1066.3471917407264
Lost a Pet,2024,4,39,47,645.3333333333334,1043.279604580353
Nuisance dogs in a park,2024,4,68,39,51.333333333333336,14.977761292695497
Overgrown Vegetation,2024,4,372,68,159.66666666666666,184.4568603585682
Parking Enforcement,2024,4,2851,372,1097.0,1526.5945761727314
Parks and Recreation Maintenance,2024,4,1009,2851,1410.6666666666667,1287.3858525451228
Pollution Report Form,2024,4,5,1009,1288.3333333333333,1443.4158559934601
Pothole,2024,4,1017,5,677.0,581.9828176157812
Public Garage or Parking Lot Complaint,2024,4,3,1017,341.6666666666667,584.8566776000245
Public Litter and Recycling Cans,2024,4,169,3,396.3333333333333,543.8835659710069
Safe Routes to School,2024,4,4,169,58.666666666666664,95.55277773743991
Scooter or Bike Share Issue,2024,4,291,4,154.66666666666666,144.0358751608086
Street Sign Maintenance,2024,4,689,291,328.0,343.9956395072555
Streetlight Maintenance,2024,4,192,689,390.6666666666667,263.06336372315064
Towing Complaint - Public Impound,2024,4,1,192,294.0,355.16052708600074
Towing Impound Complaint,2024,4,7,1,66.66666666666667,108.58330135587394
Traffic Signal Maintenance,2024,4,248,7,85.33333333333333,140.9054056214325
Unauthorized Encampment,2024,4,3357,248,1204.0,1868.4423994332822
Wireless or Small Cell Issue,2024,4,1,3357,1202.0,1870.3665416169101
ADA Request (Transportation),2024,5,1,1,1119.6666666666667,1937.5875034003845
Abandoned Vehicle/72hr Parking Ordinance,2024,5,4691,1,1564.3333333333333,2707.7727624993445
Animal Noise,2024,5,57,4691,1583.0,2691.75258892789
Business Related Complaint,2024,5,22,57,1590.0,2685.601794756624
Clogged Storm Drain,2024,5,135,22,71.33333333333333,57.847500666318155
Damaged Sidewalk,2024,5,63,135,73.33333333333333,57.20431219182404
Dead Animal,2024,5,105,63,101.0,36.16628264013574
Feedback about the Customer Service Requests Portal,2024,5,2,105,56.666666666666664,51.79124765189346
"Feedback about the Find It, Fix It mobile app",2024,5,5,2,37.333333333333336,58.620246786753334
Found a Pet,2024,5,29,5,12.0,14.798648587174117
General Inquiry - Animal Shelter,2024,5,62,29,32.0,28.618176042623
General Inquiry - City Light,2024,5,232,62,107.66666666666667,108.93270093658505
General Inquiry - Customer Service Bureau,2024,5,1517,232,603.6666666666666,795.523936367308
General Inquiry - Police Department,2024,5,107,1517,618.6666666666666,780.4859597285121
General Inquiry - Public Utilities,2024,5,125,107,583.0,808.9177955762893
General Inquiry - Transportation,2024,5,832,125,354.6666666666667,413.4807532804134
Graffiti,2024,5,2654,832,1203.6666666666667,1304.822721036591
Illegal Dumping / Needles,2024,5,1995,2654,1827.0,922.5448498582585
Internet/Cable Issue,2024,5,32,1995,1560.3333333333333,1363.9729958226196
Lost a Pet,2024,5,44,32,690.3333333333334,1129.890407664981
Nightlife Noise Complaint,2024,5,3,44,26.333333333333332,21.079215671856012
Nuisance dogs in a park,2024,5,73,3,40.0,35.17101079024039
Overgrown Vegetation,2024,5,924,73,333.3333333333333,512.7283231237951
Parking Enforcement,2024,5,3082,924,1359.6666666666667,1551.0881126916463
Parks and Recreation Maintenance,2024,5,1072,3082,1692.6666666666667,1205.4714153945463
Pollution Report Form,2024,5,3,1072,1385.6666666666667,1563.281911023515
Pothole,2024,5,848,3,641.0,563.7614743843396
Public Garage or Parking Lot Complaint,2024,5,5,848,285.3333333333333,487.28465329142074
Public Litter and Recycling Cans,2024,5,196,5,349.6666666666667,442.0094267471449
Safe Routes to School,2024,5,13,196,71.33333333333333,108.03857335850714
Scooter or Bike Share Issue,2024,5,415,13,208.0,201.26847741265223
Street Sign Maintenance,2024,5,758,415,395.3333333333333,372.8891703084704
Streetlight Maintenance,2024,5,176,758,449.6666666666667,292.5445834968391
"Taxi, TNC, or Limousine Complaint or Compliment",2024,5,1,176,311.6666666666667,396.3159513990574
Towing Complaint - Public Impound,2024,5,1,1,59.333333333333336,101.03629710822595
Towing Impound Complaint,2024,5,10,1,4.0,5.196152423548173
Traffic Signal Maintenance,2024,5,244,10,85.0,137.77155003849018
Unauthorized Encampment,2024,5,3732,244,1328.6666666666667,2084.6336208872135
ADA Request (Transportation),2024,6,3,3732,1326.3333333333333,2086.850338029379
Abandoned Vehicle/72hr Parking Ordinance,2024,6,4561,3,2765.3333333333335,2427.895041663318
Animal Noise,2024,6,43,4561,1535.6666666666667,2620.0918558961503
Business Related Complaint,2024,6,13,43,1539.0,2617.1717559227936
Clogged Storm Drain,2024,6,146,13,67.33333333333333,69.75910932160265
Damaged Sidewalk,2024,6,89,146,82.66666666666667,66.72580710147464
Dead Animal,2024,6,120,89,118.33333333333333,28.53652630126801
Feedback about the Customer Service Requests Portal,2024,6,3,120,70.66666666666667,60.61627944160946
Found a Pet,2024,6,23,3,48.666666666666664,62.580614676938374
General Inquiry - Animal Shelter,2024,6,50,23,25.333333333333332,23.586719427330145
General Inquiry - City Light,2024,6,269,50,114.0,134.91108182803092
General Inquiry - Customer Service Bureau,2024,6,1530,269,616.3333333333334,798.7993072939782
General Inquiry - Police Department,2024,6,104,1530,634.3333333333334,780.0450841671521
General Inquiry - Public Utilities,2024,6,138,104,590.6666666666666,813.6641403757079
General Inquiry - Transportation,2024,6,768,138,336.6666666666667,373.93225767957165
Graffiti,2024,6,2410,768,1105.3333333333333,1172.9626308341356
Illegal Dumping / Needles,2024,6,2140,2410,1772.6666666666667,880.4779005365962
Internet/Cable Issue,2024,6,35,2140,1528.3333333333333,1300.2916339549884
Lost a Pet,2024,6,59,35,744.6666666666666,1208.4536951548198
Nuisance dogs in a park,2024,6,109,59,67.66666666666667,37.75358702615992
Overgrown Vegetation,2024,6,1513,109,560.3333333333334,825.4122202471557
Parking Enforcement,2024,6,3081,1513,1567.6666666666667,1486.753958573285
Parks and Recreation Maintenance,2024,6,1300,3081,1964.6666666666667,972.6213720319591
Pollution Report Form,2024,6,3,1300,1461.3333333333333,1545.3291990166153
Pothole,2024,6,680,3,661.0,648.7087173763006
Public Garage or Parking Lot Complaint,2024,6,11,680,231.33333333333334,388.5773196332242
Public Litter and Recycling Cans,2024,6,213,11,301.3333333333333,343.1360274487954
Safe Routes to School,2024,6,2,213,75.33333333333333,119.30772537158597
Scooter or Bike Share Issue,2024,6,636,2,283.6666666666667,322.8534239145383
Street Sign Maintenance,2024,6,760,636,466.0,406.59070328772424
Streetlight Maintenance,2024,6,195,760,530.3333333333334,296.95173569679497
"Taxi, TNC, or Limousine Complaint or Compliment",2024,6,1,195,318.6666666666667,394.32262594649626
Towing Complaint - Public Impound,2024,6,7,1,67.66666666666667,110.31470134729064
Towing Impound Complaint,2024,6,8,7,5.333333333333333,3.7859388983846545
Traffic Signal Maintenance,2024,6,277,8,97.33333333333333,155.59670090764055
Unauthorized Encampment,2024,6,4025,277,1436.6666666666667,2245.5939822980763
ADA Request (Transportation),2024,7,6,4025,1436.0,2246.230397799834
Abandoned Vehicle/72hr Parking Ordinance,2024,7,5159,6,3063.3333333333335,2707.7581748253156
Animal Noise,2024,7,92,5159,1752.3333333333333,2950.573221144212
Business Related Complaint,2024,7,23,92,1758.0,2945.5544469590095
Clogged Storm Drain,2024,7,105,23,73.33333333333333,44.071910933575296
Damaged Sidewalk,2024,7,85,105,71.0,42.75511665290682
Dead Animal,2024,7,165,85,118.33333333333333,41.63331998936441
Feedback about the Customer Service Requests Portal,2024,7,3,165,84.33333333333333,81.00205758705732
"Feedback about the Find It, Fix It mobile app",2024,7,3,3,57.0,93.53074360873931
Found a Pet,2024,7,37,3,14.333333333333334,19.629909152546762
General Inquiry - Animal Shelter,2024,7,53,37,31.0,25.53429066968254
General Inquiry - City Light,2024,7,257,53,115.66666666666667,122.6594200758214
General Inquiry - Customer Service Bureau,2024,7,1596,257,635.3333333333334,838.1911078825251
General Inquiry - Police Department,2024,7,117,1596,656.6666666666666,816.4927025597563
General Inquiry - Public Utilities,2024,7,163,117,625.3333333333334,840.9365810412428
General Inquiry - Transportation,2024,7,838,163,372.6666666666667,403.6462973115644
Graffiti,2024,7,2791,838,1264.0,1364.8087778146794
Illegal Dumping / Needles,2024,7,2616,2791,2081.6666666666665,1080.5953605921732
Internet/Cable Issue,2024,7,26,2616,1811.0,1548.3297452416252
Lost a Pet,2024,7,76,26,906.0,1481.1144452742333
Nightlife Noise Complaint,2024,7,1,76,34.333333333333336,38.18813079134224
Nuisance dogs in a park,2024,7,106,1,61.0,54.083269131989596
Overgrown Vegetation,2024,7,1088,106,398.3333333333333,599.5717916424481
Parking Enforcement,2024,7,3309,1088,1501.0,1640.9536861227978
Parks and Recreation Maintenance,2024,7,1563,3309,1986.6666666666667,1169.542788158402
Pollution Report Form,2024,7,5,1563,1625.6666666666667,1652.8912043245102
Pothole,2024,7,561,5,709.6666666666666,789.5678142714108
Public Garage or Parking Lot Complaint,2024,7,5,561,190.33333333333334,321.0067496694346
Public Litter and Recycling Cans,2024,7,297,5,287.6666666666667,278.11748117177876
Safe Routes to School,2024,7,2,297,101.33333333333333,169.45894291342486
Scooter or Bike Share Issue,2024,7,574,2,291.0,286.04719890256115
Street Sign Maintenance,2024,7,638,574,404.6666666666667,350.1847131634022
Streetlight Maintenance,2024,7,161,638,457.6666666666667,258.9060318596963
Towing Complaint - Public Impound,2024,7,9,161,269.3333333333333,328.19557177593794
Towing Impound Complaint,2024,7,13,9,61.0,86.62563131084417
Traffic Signal Maintenance,2024,7,252,13,91.33333333333333,139.1557879979684
Unauthorized Encampment,2024,7,4879,252,1714.6666666666667,2742.9973265268286
Wireless or Small Cell Issue,2024,7,3,4879,1711.3333333333333,2746.1034819054667
ADA Request (Transportation),2024,8,10,3,1630.6666666666667,2813.1413639085627
Abandoned Vehicle/72hr Parking Ordinance,2024,8,4930,10,1647.6666666666667,2842.5862050839073
Animal Noise,2024,8,64,4930,1668.0,2825.1038918949503
Business Related Complaint,2024,8,29,64,1674.3333333333333,2819.54434853104
Clogged Storm Drain,2024,8,162,29,85.0,68.9420046125786
Damaged Sidewalk,2024,8,100,162,97.0,66.55073252790514
Dead Animal,2024,8,135,100,132.33333333333334,31.085902485435312
Feedback about the Customer Service Requests Portal,2024,8,1,135,78.66666666666667,69.5005995178039
"Feedback about the Find It, Fix It mobile app",2024,8,2,1,46.0,77.07788269017863
Found a Pet,2024,8,32,2,11.666666666666666,17.616280348994778
General Inquiry - Animal Shelter,2024,8,61,32,31.666666666666668,29.501412395583973
General Inquiry - City Light,2024,8,227,61,106.66666666666667,105.21565156065934
General Inquiry - Customer Service Bureau,2024,8,1645,227,644.3333333333334,870.5683967003008
General Inquiry - Police Department,2024,8,95,1645,655.6666666666666,859.3260925477198
General Inquiry - Public Utilities,2024,8,160,95,633.3333333333334,876.7316199004872
General Inquiry - Transportation,2024,8,780,160,345.0,378.1203512110922
Graffiti,2024,8,2615,780,1185.0,1276.6264136386953
Illegal Dumping / Needles,2024,8,2630,2615,2008.3333333333333,1063.7943096921174
Internet/Cable Issue,2024,8,35,2630,1760.0,1493.9126480487394
Lost a Pet,2024,8,57,35,907.3333333333334,1491.9136480819968
Nightlife Noise Complaint,2024,8,2,57,31.333333333333332,27.682726262676898
Nuisance dogs in a park,2024,8,117,2,58.666666666666664,57.518113089132484
Overgrown Vegetation,2024,8,806,117,308.3333333333333,434.81068677452447
Parking Enforcement,2024,8,2990,806,1304.3333333333333,1499.9281093883571
Parks and Recreation Maintenance,2024,8,1363,2990,1719.6666666666667,1134.8446296006032
Pollution Report Form,2024,8,4,1363,1452.3333333333333,1495.0031215129054
Pothole,2024,8,495,4,620.6666666666666,688.1601073393706
Public Garage or Parking Lot Complaint,2024,8,7,495,168.66666666666666,282.61693744950156
Public Litter and Recycling Cans,2024,8,266,7,256.0,244.15364015308444
Safe Routes to School,2024,8,5,266,92.66666666666667,150.11440081929416
Scooter or Bike Share Issue,2024,8,619,5,296.6666666666667,308.1466101279309
Street Sign Maintenance,2024,8,615,619,413.0,353.3440249954728
Streetlight Maintenance,2024,8,280,615,504.6666666666667,194.57731967866746
Towing Complaint - Public Impound,2024,8,9,280,301.3333333333333,303.5627337690432
Towing Impound Complaint,2024,8,7,9,98.66666666666667,157.0424571042355
Traffic Signal Maintenance,2024,8,299,7,105.0,168.01190434014578
Unauthorized Encampment,2024,8,4881,299,1729.0,2733.6137254557375
ADA Request (Transportation),2024,9,8,4881,1729.3333333333333,2733.2988005948655
Abandoned Vehicle/72hr Parking Ordinance,2024,9,5267,8,3385.3333333333335,2931.2172101932883
Animal Noise,2024,9,61,5267,1778.6666666666667,3021.1015099352967
Business Related Complaint,2024,9,17,61,1781.6666666666667,3018.467381525487
Clogged Storm Drain,2024,9,136,17,71.33333333333333,60.16920585596042
Damaged Sidewalk,2024,9,88,136,80.33333333333333,59.86930209495438
Dead Animal,2024,9,172,88,132.0,42.14261501145117
Feedback about the Customer Service Requests Portal,2024,9,1,172,87.0,85.50438585244356
"Feedback about the Find It, Fix It mobile app",2024,9,10,1,61.0,96.23408959409157
Found a Pet,2024,9,38,10,16.333333333333332,19.295940851306945
General Inquiry - Animal Shelter,2024,9,59,38,35.666666666666664,24.583192090065662
General Inquiry - City Light,2024,9,276,59,124.33333333333333,131.7662070993043
General Inquiry - Customer Service Bureau,2024,9,1573,276,636.0,818.6873640163268
General Inquiry - Police Department,2024,9,139,1573,662.6666666666666,791.3421089095
General Inquiry - Public Utilities,2024,9,178,139,630.0,816.8947300601233
General Inquiry - Transportation,2024,9,747,178,354.6666666666667,340.3297420639812
Graffiti,2024,9,2740,747,1221.6666666666667,1345.3409728887814
Illegal Dumping / Needles,2024,9,2865,2740,2117.3333333333335,1188.3881240290689
Internet/Cable Issue,2024,9,52,2865,1885.6666666666667,1589.2313655768723
Lost a Pet,2024,9,61,52,992.6666666666666,1621.4944752706788
Nuisance dogs in a park,2024,9,99,61,70.66666666666667,24.946609656173177
Overgrown Vegetation,2024,9,554,99,238.0,274.32280255203636
Parking Enforcement,2024,9,3424,554,1359.0,1802.7548363546275
Parks and Recreation Maintenance,2024,9,1216,3424,1731.3333333333333,1502.7978351506008
Pollution Report Form,2024,9,5,1216,1548.3333333333333,1733.5582866847403
Pothole,2024,9,603,5,608.0,605.5154828738918
Public Garage or Parking Lot Complaint,2024,9,6,603,204.66666666666666,344.9671481943417
Public Litter and Recycling Cans,2024,9,317,6,308.6666666666667,298.5872290191537
Safe Routes to School,2024,9,8,317,110.33333333333333,178.98137705732734
Scooter or Bike Share Issue,2024,9,548,8,291.0,270.9372621106283
Street Sign Maintenance,2024,9,626,548,394.0,336.55311616445175
Streetlight Maintenance,2024,9,316,626,496.6666666666667,161.24928940412727
Towing Complaint - Public Impound,2024,9,3,316,315.0,311.5012038500064
Towing Impound Complaint,2024,9,5,3,108.0,180.1360596882364
Traffic Signal Maintenance,2024,9,314,5,107.33333333333333,178.98137705732742
Unauthorized Encampment,2024,9,5363,314,1894.0,3008.2122597981675
Wireless or Small Cell Issue,2024,9,1,5363,1892.6666666666667,3009.46877925878
ADA Request (Transportation),2024,10,4,1,1789.3333333333333,3094.886481493842
Abandoned Vehicle/72hr Parking Ordinance,2024,10,4957,4,1654.0,2860.4823019903474
Animal Noise,2024,10,30,4957,1663.6666666666667,2852.139956827738
Business Related Complaint,2024,10,17,30,1668.0,2848.364969592204
Clogged Storm Drain,2024,10,349,17,132.0,188.03988938520675
Damaged Sidewalk,2024,10,73,349,146.33333333333334,177.73388347001847
Dead Animal,2024,10,114,73,178.66666666666666,148.93063262248654
Feedback about the Customer Service Requests Portal,2024,10,3,114,63.333333333333336,56.12783029241561
"Feedback about the Find It, Fix It mobile app",2024,10,4,3,40.333333333333336,63.799164048866956
Found a Pet,2024,10,32,4,13.0,16.46207763318293
General Inquiry - Animal Shelter,2024,10,41,32,25.666666666666668,19.295940851232366
General Inquiry - City Light,2024,10,253,41,108.66666666666667,125.07730942634697
General Inquiry - Customer Service Bureau,2024,10,1397,253,563.6666666666666,729.4308283403803
General Inquiry - Police Department,2024,10,102,1397,584.0,708.1151036378197
General Inquiry - Public Utilities,2024,10,164,102,554.3333333333334,730.4288694550165
General Inquiry - Transportation,2024,10,802,164,356.0,387.48935469248784
Graffiti,2024,10,2853,802,1273.0,1405.012811329491
Illegal Dumping / Needles,2024,10,2284,2853,1979.6666666666667,1058.8268665524745
Internet/Cable Issue,2024,10,49,2284,1728.6666666666667,1482.1944316901654
Lost a Pet,2024,10,44,49,792.3333333333334,1291.8236463748967
Nuisance dogs in a park,2024,10,89,44,60.666666666666664,24.66441431163716
Overgrown Vegetation,2024,10,466,89,199.66666666666666,231.74626929755684
Parking Enforcement,2024,10,3073,466,1209.3333333333333,1624.953024962055
Parks and Recreation Maintenance,2024,10,1100,3073,1546.3333333333333,1359.6037412913117
Pollution Report Form,2024,10,4,1100,1392.3333333333333,1555.244139462783
Pothole,2024,10,634,4,579.3333333333334,550.041210577294
Public Garage or Parking Lot Complaint,2024,10,7,634,215.0,362.8677445020472
Public Litter and Recycling Cans,2024,10,172,7,271.0,325.01230745927575
Safe Routes to School,2024,10,1,172,60.0,97.04122835168285
Scooter or Bike Share Issue,2024,10,663,1,278.6666666666667,343.64856079043324
Street Sign Maintenance,2024,10,648,663,437.3333333333333,377.95017308282263
Streetlight Maintenance,2024,10,462,648,591.0,111.96874563913688
Towing Complaint - Public Impound,2024,10,1,462,370.3333333333333,333.0980836530523
Towing Impound Complaint,2024,10,5,1,156.0,265.0113205129231
Traffic Signal Maintenance,2024,10,330,5,112.0,188.80413131074067
Unauthorized Encampment,2024,10,5140,330,1825.0,2875.4695268773057
ADA Request (Transportation),2024,11,6,5140,1825.3333333333333,2875.153097372961
Abandoned Vehicle/72hr Parking Ordinance,2024,11,3927,6,3024.3333333333335,2683.392318192278
